Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,CreatedBy.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c
0dtbZ0000002z1CQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V40QAE,Recording thermometer not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Recording thermometer not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Recording thermometer not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1DQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V41QAE,Regeneration bypass not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Regeneration bypass not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Regeneration bypass not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1EQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V42QAE,Regeneration section pressure insufficient.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Regeneration section pressure insufficient.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Regeneration section pressure insufficient.;Pasteurization - HTST
0dtbZ0000002z1FQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V43QAE,Safety control test records not available.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Safety control test records not available.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Safety control test records not available.;Pasteurization - HTST
0dtbZ0000002z1GQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V44QAE,Sensing chamber not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Sensing chamber not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Sensing chamber not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1HQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V45QAE,Separator not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Separator not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Separator not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1IQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V46QAE,System has cross-connections.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;System has cross-connections.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",System has cross-connections.;Pasteurization - HTST
0dtbZ0000002z1JQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V47QAE,Timing device not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Timing device not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Timing device not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1KQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V48QAE,Vacuum breaker not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Vacuum breaker not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vacuum breaker not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1LQAQ,0Z4bZ0000000HddSAE,Pasteurization - HTST,0eubZ0000000V49QAE,Water cooling section not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - HTST;Water cooling section not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Water cooling section not meeting requirements.;Pasteurization - HTST
0dtbZ0000002z1MQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4AQAU,Temperature too low.,Pasteurization - UHT,All products are pasteurized.,Vishwantha Gandloju,Pasteurization - UHT;Temperature too low.;Pasteurization - UHT;All products are pasteurized.,Temperature too low.;Pasteurization - UHT
0dtbZ0000002z1NQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4BQAU,Processing time too short.,Pasteurization - UHT,All products are pasteurized.,Vishwantha Gandloju,Pasteurization - UHT;Processing time too short.;Pasteurization - UHT;All products are pasteurized.,Processing time too short.;Pasteurization - UHT
0dtbZ0000002z1OQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4CQAU,Cooling rate too slow.,Pasteurization - UHT,All products are pasteurized.,Vishwantha Gandloju,Pasteurization - UHT;Cooling rate too slow.;Pasteurization - UHT;All products are pasteurized.,Cooling rate too slow.;Pasteurization - UHT
0dtbZ0000002z1PQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4DQAU,Excess water not removed.,Pasteurization - UHT,All products are pasteurized.,Vishwantha Gandloju,Pasteurization - UHT;Excess water not removed.;Pasteurization - UHT;All products are pasteurized.,Excess water not removed.;Pasteurization - UHT
0dtbZ0000002z1QQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4EQAU,"Chart records unclear, incomplete, or not available upon request.",Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,Vishwantha Gandloju,"Pasteurization - UHT;Chart records unclear, incomplete, or not available upon request.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.","Chart records unclear, incomplete, or not available upon request.;Pasteurization - UHT"
0dtbZ0000002z1RQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4FQAU,Clean-in-place cycles not recorded.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,Vishwantha Gandloju,Pasteurization - UHT;Clean-in-place cycles not recorded.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.,Clean-in-place cycles not recorded.;Pasteurization - UHT
0dtbZ0000002z1SQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4GQAU,Safety thermal limit recorder records do not meet requirements.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,Vishwantha Gandloju,Pasteurization - UHT;Safety thermal limit recorder records do not meet requirements.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.,Safety thermal limit recorder records do not meet requirements.;Pasteurization - UHT
0dtbZ0000002z1TQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4HQAU,Meter based timing system records do not meet requirements.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,Vishwantha Gandloju,Pasteurization - UHT;Meter based timing system records do not meet requirements.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.,Meter based timing system records do not meet requirements.;Pasteurization - UHT
0dtbZ0000002z1UQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4IQAU,Pressure differential controller-recorder records do not meet requirements.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,Vishwantha Gandloju,Pasteurization - UHT;Pressure differential controller-recorder records do not meet requirements.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.,Pressure differential controller-recorder records do not meet requirements.;Pasteurization - UHT
0dtbZ0000002z1VQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4JQAU,Constant level tank not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Constant level tank not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Constant level tank not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1WQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4KQAU,Feed pump not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Feed pump not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Feed pump not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1XQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4LQAU,Regeneration section pressure insufficient.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Regeneration section pressure insufficient.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Regeneration section pressure insufficient.;Pasteurization - UHT
0dtbZ0000002z1YQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4MQAU,Flow control device not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Flow control device not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Flow control device not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1ZQAQ,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4NQAU,Flow control fail safe not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Flow control fail safe not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Flow control fail safe not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1aQAA,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4OQAU,Holding section not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Holding section not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Holding section not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1bQAA,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4PQAU,Flow diversion device not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Flow diversion device not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Flow diversion device not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1cQAA,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4QQAU,Safety thermal limit recorder not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Safety thermal limit recorder not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Safety thermal limit recorder not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1dQAA,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4RQAU,Pressure differential recording controller not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Pressure differential recording controller not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Pressure differential recording controller not meeting requirements.;Pasteurization - UHT
0dtbZ0000002z1eQAA,0Z4bZ0000000HdeSAE,Pasteurization - UHT,0eubZ0000000V4SQAU,Not calibrated or serviced.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Vishwantha Gandloju,"Pasteurization - UHT;Not calibrated or serviced.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",Not calibrated or serviced.;Pasteurization - UHT
