Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000Im7UAE,0eubZ0000000V60QAE,"Standing water, debris or waste present.",Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,"Standing water, debris or waste present.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(1)","Standing water, debris or waste present.;Sanitation",87(1);Milk Industry Standards Regulation
0fMbZ0000000Im8UAE,0eubZ0000000V60QAE,"Standing water, debris or waste present.",Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,"Standing water, debris or waste present.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(2)","Standing water, debris or waste present.;Sanitation",87(2);Milk Industry Standards Regulation
0fMbZ0000000Im9UAE,0eubZ0000000V66QAE,Not approved or not potable.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,Not approved or not potable.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;87(1),Not approved or not potable.;Sanitation,87(1);Milk Industry Standards Regulation
0fMbZ0000000ImAUAU,0eubZ0000000V66QAE,Not approved or not potable.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,Not approved or not potable.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;87(2),Not approved or not potable.;Sanitation,87(2);Milk Industry Standards Regulation
0fMbZ0000000ImBUAU,0eubZ0000000V67QAE,"Damaged, leaking or in need of repair.",Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,"Damaged, leaking or in need of repair.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;87(1)","Damaged, leaking or in need of repair.;Sanitation",87(1);Milk Industry Standards Regulation
0fMbZ0000000ImCUAU,0eubZ0000000V67QAE,"Damaged, leaking or in need of repair.",Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,"Damaged, leaking or in need of repair.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;87(2)","Damaged, leaking or in need of repair.;Sanitation",87(2);Milk Industry Standards Regulation
0fMbZ0000000ImDUAU,0eubZ0000000V63QAE,May contribute to contamination.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,May contribute to contamination.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(1),May contribute to contamination.;Sanitation,87(1);Milk Industry Standards Regulation
0fMbZ0000000ImEUAU,0eubZ0000000V63QAE,May contribute to contamination.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,May contribute to contamination.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(2),May contribute to contamination.;Sanitation,87(2);Milk Industry Standards Regulation
0fMbZ0000000ImFUAU,0eubZ0000000V69QAE,Hot or cold water not present or inadequate pressure.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,Hot or cold water not present or inadequate pressure.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;87(1),Hot or cold water not present or inadequate pressure.;Sanitation,87(1);Milk Industry Standards Regulation
0fMbZ0000000ImGUAU,0eubZ0000000V69QAE,Hot or cold water not present or inadequate pressure.,Sanitation,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,Hot or cold water not present or inadequate pressure.;Sanitation;Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;87(2),Hot or cold water not present or inadequate pressure.;Sanitation,87(2);Milk Industry Standards Regulation
0fMbZ0000000ImHUAU,0eubZ0000000V6AQAU,"Standing water, debris or waste present.",Exterior,Exterior of the dairy plant is free of potential sources of contamination.,0fCbZ0000000G31UAE,85(1),Chandrahas Bireddy,"Standing water, debris or waste present.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.;85(1)","Standing water, debris or waste present.;Exterior",85(1);Milk Industry Standards Regulation
0fMbZ0000000ImIUAU,0eubZ0000000V6BQAU,Harbourage of pests.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,0fCbZ0000000G31UAE,85(1),Chandrahas Bireddy,Harbourage of pests.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.;85(1),Harbourage of pests.;Exterior,85(1);Milk Industry Standards Regulation
0fMbZ0000000ImJUAU,0eubZ0000000V6CQAU,Not approved.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,0fCbZ0000000G31UAE,85(1),Chandrahas Bireddy,Not approved.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.;85(1),Not approved.;Exterior,85(1);Milk Industry Standards Regulation
0fMbZ0000000ImKUAU,0eubZ0000000V6DQAU,Damaged or in need of repair.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,0fCbZ0000000G31UAE,85(1),Chandrahas Bireddy,Damaged or in need of repair.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.;85(1),Damaged or in need of repair.;Exterior,85(1);Milk Industry Standards Regulation
0fMbZ0000000ImLUAU,0eubZ0000000V6EQAU,Other sources of contamination.,Exterior,Exterior of the dairy plant is free of potential sources of contamination.,0fCbZ0000000G31UAE,85(1),Chandrahas Bireddy,Other sources of contamination.;Exterior;Exterior of the dairy plant is free of potential sources of contamination.;85(1),Other sources of contamination.;Exterior,85(1);Milk Industry Standards Regulation
0fMbZ0000000ImMUAU,0eubZ0000000V6FQAU,Storage not segregated.,Ingredients,All ingredients and supplies protected from contamination during storage.,0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,Storage not segregated.;Ingredients;All ingredients and supplies protected from contamination during storage.;90,Storage not segregated.;Ingredients,90;Milk Industry Standards Regulation
0fMbZ0000000ImNUAU,0eubZ0000000V6GQAU,Handling or processing not segregated.,Ingredients,All ingredients and supplies protected from contamination during storage.,0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,Handling or processing not segregated.;Ingredients;All ingredients and supplies protected from contamination during storage.;90,Handling or processing not segregated.;Ingredients,90;Milk Industry Standards Regulation
0fMbZ0000000ImOUAU,0eubZ0000000V6HQAU,Products not labelled clearly or meeting the requirements.,Ingredients,All ingredients and supplies protected from contamination during storage.,0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,Products not labelled clearly or meeting the requirements.;Ingredients;All ingredients and supplies protected from contamination during storage.;90,Products not labelled clearly or meeting the requirements.;Ingredients,90;Milk Industry Standards Regulation
0fMbZ0000000ImPUAU,0eubZ0000000V6IQAU,Not from an approved source or may contribute to contamination.,Ingredients,All ingredients and supplies protected from contamination during storage.,0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,Not from an approved source or may contribute to contamination.;Ingredients;All ingredients and supplies protected from contamination during storage.;90,Not from an approved source or may contribute to contamination.;Ingredients,90;Milk Industry Standards Regulation
0fMbZ0000000ImQUAU,0eubZ0000000V6JQAU,Product handled inappropriately.,Ingredients,All ingredients and supplies protected from contamination during storage.,0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,Product handled inappropriately.;Ingredients;All ingredients and supplies protected from contamination during storage.;90,Product handled inappropriately.;Ingredients,90;Milk Industry Standards Regulation
0fMbZ0000000ImRUAU,0eubZ0000000V6KQAU,Leaked or overflowed milk not discarded or utilized appropriately.,Ingredients,"Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.",0fCbZ0000000G23UAE,95,Chandrahas Bireddy,"Leaked or overflowed milk not discarded or utilized appropriately.;Ingredients;Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.;95",Leaked or overflowed milk not discarded or utilized appropriately.;Ingredients,95;Milk Industry Standards Regulation
0fMbZ0000000ImSUAU,0eubZ0000000V6LQAU,Milk not intended for human consumption not kept separate from products for human consumption.,Ingredients,"Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.",0fCbZ0000000G24UAE,96,Chandrahas Bireddy,"Milk not intended for human consumption not kept separate from products for human consumption.;Ingredients;Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.;96",Milk not intended for human consumption not kept separate from products for human consumption.;Ingredients,96;Milk Industry Standards Regulation
0fMbZ0000000ImTUAU,0eubZ0000000V6MQAU,Dairy animal not identified.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G1bUAE,6.1,Chandrahas Bireddy,Dairy animal not identified.;Packaging and Labelling;Products are labelled adequately.;6.1,Dairy animal not identified.;Packaging and Labelling,6.1;Milk Industry Standards Regulation
0fMbZ0000000ImUUAU,0eubZ0000000V6NQAU,Minimum milk fat or milk solids-not-fat content not labelled in accordance with Food and Drug Act as required.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G2jUAE,80(3),Chandrahas Bireddy,Minimum milk fat or milk solids-not-fat content not labelled in accordance with Food and Drug Act as required.;Packaging and Labelling;Products are labelled adequately.;80(3),Minimum milk fat or milk solids-not-fat content not labelled in accordance with Food and Drug Act as required.;Packaging and Labelling,80(3);Milk Industry Standards Regulation
0fMbZ0000000ImVUAU,0eubZ0000000V6OQAU,"Label not meet minimum requirements to include vendor name, processing plant and last selling date.",Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G2kUAE,80(4),Chandrahas Bireddy,"Label not meet minimum requirements to include vendor name, processing plant and last selling date.;Packaging and Labelling;Products are labelled adequately.;80(4)","Label not meet minimum requirements to include vendor name, processing plant and last selling date.;Packaging and Labelling",80(4);Milk Industry Standards Regulation
0fMbZ0000000ImWUAU,0eubZ0000000V6PQAU,Misleading labelling.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G2lUAE,80(4)(a),Chandrahas Bireddy,Misleading labelling.;Packaging and Labelling;Products are labelled adequately.;80(4)(a),Misleading labelling.;Packaging and Labelling,80(4)(a);Milk Industry Standards Regulation
0fMbZ0000000ImXUAU,0eubZ0000000V6QQAU,Reconstituted milk not labelled as required.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G2fUAE,16(2),Chandrahas Bireddy,Reconstituted milk not labelled as required.;Packaging and Labelling;Products are labelled adequately.;16(2),Reconstituted milk not labelled as required.;Packaging and Labelling,16(2);Milk Industry Act
0fMbZ0000000ImYUAU,0eubZ0000000V6RQAU,Unpasteurized products being labelled as pasteurized.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G2eUAE,14(2),Chandrahas Bireddy,Unpasteurized products being labelled as pasteurized.;Packaging and Labelling;Products are labelled adequately.;14(2),Unpasteurized products being labelled as pasteurized.;Packaging and Labelling,14(2);Milk Industry Act
0fMbZ0000000ImZUAU,0eubZ0000000V6SQAU,Label does not include allergen notice.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G3IUAU,B.01.010.2-4,Chandrahas Bireddy,Label does not include allergen notice.;Packaging and Labelling;Products are labelled adequately.;B.01.010.2-4,Label does not include allergen notice.;Packaging and Labelling,B.01.010.2-4;Food and Drug Regulation
0fMbZ0000000ImaUAE,0eubZ0000000V6TQAU,UHT products do not specify to refrigerate after opening.,Packaging and Labelling,Products are labelled adequately.,0fCbZ0000000G2mUAE,80(5),Chandrahas Bireddy,UHT products do not specify to refrigerate after opening.;Packaging and Labelling;Products are labelled adequately.;80(5),UHT products do not specify to refrigerate after opening.;Packaging and Labelling,80(5);Milk Industry Standards Regulation
