Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000Il5UAE,0eubZ0000000V52QAE,Not functioning or in need of repair.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,0fCbZ0000000G34UAE,85(4),Chandrahas Bireddy,Not functioning or in need of repair.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;85(4),Not functioning or in need of repair.;Hygiene,85(4);Milk Industry Standards Regulation
0fMbZ0000000Il6UAE,0eubZ0000000V53QAE,Not used as intended.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,0fCbZ0000000G34UAE,85(4),Chandrahas Bireddy,Not used as intended.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;85(4),Not used as intended.;Hygiene,85(4);Milk Industry Standards Regulation
0fMbZ0000000Il7UAE,0eubZ0000000V5AQAU,Inadequate number of foot baths.,Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.",0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,"Inadequate number of foot baths.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended.;84(7)",Inadequate number of foot baths.;Hygiene,84(7);Milk Industry Standards Regulation
0fMbZ0000000Il8UAE,0eubZ0000000V5AQAU,Inadequate number of foot baths.,Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.",0fCbZ0000000G30UAE,84(8),Chandrahas Bireddy,"Inadequate number of foot baths.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended.;84(8)",Inadequate number of foot baths.;Hygiene,84(8);Milk Industry Standards Regulation
0fMbZ0000000Il9UAE,0eubZ0000000V51QAE,Insufficient supplies available.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Insufficient supplies available.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;84(7),Insufficient supplies available.;Hygiene,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlAUAU,0eubZ0000000V51QAE,Insufficient supplies available.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,0fCbZ0000000G30UAE,84(8),Chandrahas Bireddy,Insufficient supplies available.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;84(8),Insufficient supplies available.;Hygiene,84(8);Milk Industry Standards Regulation
0fMbZ0000000IlBUAU,0eubZ0000000V53QAE,Not used as intended.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Not used as intended.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;84(7),Not used as intended.;Hygiene,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlCUAU,0eubZ0000000V53QAE,Not used as intended.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,0fCbZ0000000G30UAE,84(8),Chandrahas Bireddy,Not used as intended.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;84(8),Not used as intended.;Hygiene,84(8);Milk Industry Standards Regulation
0fMbZ0000000IlDUAU,0eubZ0000000V5DQAU,No hair/beard nets being worn or worn ineffectively.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",0fCbZ0000000G35UAE,85(5),Chandrahas Bireddy,"No hair/beard nets being worn or worn ineffectively.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;85(5)",No hair/beard nets being worn or worn ineffectively.;Hygiene,85(5);Milk Industry Standards Regulation
0fMbZ0000000IlEUAU,0eubZ0000000V5EQAU,Jewellery being worn.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",0fCbZ0000000G35UAE,85(5),Chandrahas Bireddy,"Jewellery being worn.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;85(5)",Jewellery being worn.;Hygiene,85(5);Milk Industry Standards Regulation
0fMbZ0000000IlFUAU,0eubZ0000000V5FQAU,Sanitary hand coverings not used or replaced appropriately.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",0fCbZ0000000G35UAE,85(5),Chandrahas Bireddy,"Sanitary hand coverings not used or replaced appropriately.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;85(5)",Sanitary hand coverings not used or replaced appropriately.;Hygiene,85(5);Milk Industry Standards Regulation
0fMbZ0000000IlGUAU,0eubZ0000000V5GQAU,Dedicated appropriate footwear and clothing not worn or maintained.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",0fCbZ0000000G35UAE,85(5),Chandrahas Bireddy,"Dedicated appropriate footwear and clothing not worn or maintained.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;85(5)",Dedicated appropriate footwear and clothing not worn or maintained.;Hygiene,85(5);Milk Industry Standards Regulation
0fMbZ0000000IlHUAU,0eubZ0000000V5HQAU,"Artificial nails, nail polish or resin not effectively covered.",Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",0fCbZ0000000G35UAE,85(5),Chandrahas Bireddy,"Artificial nails, nail polish or resin not effectively covered.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;85(5)","Artificial nails, nail polish or resin not effectively covered.;Hygiene",85(5);Milk Industry Standards Regulation
0fMbZ0000000IlIUAU,0eubZ0000000V5IQAU,Unclean clothing.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",0fCbZ0000000G35UAE,85(5),Chandrahas Bireddy,"Unclean clothing.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;85(5)",Unclean clothing.;Hygiene,85(5);Milk Industry Standards Regulation
0fMbZ0000000IlJUAU,0eubZ0000000V5JQAU,Insufficient controls or controls are not being followed to prevent contamination.,Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",0fCbZ0000000G2wUAE,84(4),Chandrahas Bireddy,"Insufficient controls or controls are not being followed to prevent contamination.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;84(4)",Insufficient controls or controls are not being followed to prevent contamination.;Hygiene,84(4);Milk Industry Standards Regulation
0fMbZ0000000IlKUAU,0eubZ0000000V5KQAU,Exterior openings are not properly closed or screened or sealed.,Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",0fCbZ0000000G2wUAE,84(4),Chandrahas Bireddy,"Exterior openings are not properly closed or screened or sealed.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;84(4)",Exterior openings are not properly closed or screened or sealed.;Hygiene,84(4);Milk Industry Standards Regulation
0fMbZ0000000IlLUAU,0eubZ0000000V5LQAU,"Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.",Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,"Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;84(7)","Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.;Hygiene",84(7);Milk Industry Standards Regulation
0fMbZ0000000IlMUAU,0eubZ0000000V5MQAU,Signs of pests on the exterior of the plant.,Pest control,Pest control program is adequate and records are maintained.,0fCbZ0000000G31UAE,85(1),Chandrahas Bireddy,Signs of pests on the exterior of the plant.;Pest control;Pest control program is adequate and records are maintained.;85(1),Signs of pests on the exterior of the plant.;Pest control,85(1);Milk Industry Standards Regulation
0fMbZ0000000IlNUAU,0eubZ0000000V5RQAU,Signs of pests in the interior of the plant.,Pest control,Pest control program is adequate and records are maintained.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Signs of pests in the interior of the plant.;Pest control;Pest control program is adequate and records are maintained.;84(7),Signs of pests in the interior of the plant.;Pest control,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlOUAU,0eubZ0000000V5SQAU,Insufficient pest control program.,Pest control,Pest control program is adequate and records are maintained.,0fCbZ0000000G26UAE,98,Chandrahas Bireddy,Insufficient pest control program.;Pest control;Pest control program is adequate and records are maintained.;98,Insufficient pest control program.;Pest control,98;Milk Industry Standards Regulation
0fMbZ0000000IlPUAU,0eubZ0000000V5TQAU,Insufficient record keeping.,Pest control,Pest control program is adequate and records are maintained.,0fCbZ0000000G26UAE,98,Chandrahas Bireddy,Insufficient record keeping.;Pest control;Pest control program is adequate and records are maintained.;98,Insufficient record keeping.;Pest control,98;Milk Industry Standards Regulation
0fMbZ0000000IlQUAU,0eubZ0000000V5UQAU,Lack of positive pressure from the room area outwards.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Lack of positive pressure from the room area outwards.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Lack of positive pressure from the room area outwards.;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlRUAU,0eubZ0000000V5VQAU,Product flow not preventing contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Product flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Product flow not preventing contamination.;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlSUAU,0eubZ0000000V5WQAU,Personnel flow not preventing contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Personnel flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Personnel flow not preventing contamination.;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlTUAU,0eubZ0000000V5XQAU,Equipment flow not preventing contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Equipment flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Equipment flow not preventing contamination.;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlUUAU,0eubZ0000000V5YQAU,Possible cross-contamination (raw ingredient or allergen).,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Possible cross-contamination (raw ingredient or allergen).;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Possible cross-contamination (raw ingredient or allergen).;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlVUAU,0eubZ0000000V5ZQAU,Possible environmental contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Possible environmental contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Possible environmental contamination.;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlWUAU,0eubZ0000000V5aQAE,Insufficient space for other activities.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,0fCbZ0000000G2zUAE,84(7),Chandrahas Bireddy,Insufficient space for other activities.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;84(7),Insufficient space for other activities.;Interior,84(7);Milk Industry Standards Regulation
0fMbZ0000000IlXUAU,0eubZ0000000V5bQAE,Drains not trapped.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2tUAE,84(1),Chandrahas Bireddy,"Drains not trapped.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(1)",Drains not trapped.;Interior,84(1);Milk Industry Standards Regulation
0fMbZ0000000IlYUAU,0eubZ0000000V5cQAE,Inadequate drainage or standing water.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2tUAE,84(1),Chandrahas Bireddy,"Inadequate drainage or standing water.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(1)",Inadequate drainage or standing water.;Interior,84(1);Milk Industry Standards Regulation
0fMbZ0000000IlZUAU,0eubZ0000000V5dQAE,"Floors not impervious, smooth, easy to clean.",Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2tUAE,84(1),Chandrahas Bireddy,"Floors not impervious, smooth, easy to clean.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(1)","Floors not impervious, smooth, easy to clean.;Interior",84(1);Milk Industry Standards Regulation
0fMbZ0000000IlaUAE,0eubZ0000000V5eQAE,Floors damaged or deteriorated.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2tUAE,84(1),Chandrahas Bireddy,"Floors damaged or deteriorated.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(1)",Floors damaged or deteriorated.;Interior,84(1);Milk Industry Standards Regulation
0fMbZ0000000IlbUAE,0eubZ0000000V5eQAE,Floors damaged or deteriorated.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2uUAE,84(2),Chandrahas Bireddy,"Floors damaged or deteriorated.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(2)",Floors damaged or deteriorated.;Interior,84(2);Milk Industry Standards Regulation
0fMbZ0000000IlcUAE,0eubZ0000000V5eQAE,Floors damaged or deteriorated.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2vUAE,84(3),Chandrahas Bireddy,"Floors damaged or deteriorated.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(3)",Floors damaged or deteriorated.;Interior,84(3);Milk Industry Standards Regulation
0fMbZ0000000IldUAE,0eubZ0000000V5fQAE,Joints not water tight.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2uUAE,84(2),Chandrahas Bireddy,"Joints not water tight.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(2)",Joints not water tight.;Interior,84(2);Milk Industry Standards Regulation
0fMbZ0000000IleUAE,0eubZ0000000V5gQAE,Floors unsanitary or unclean.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",0fCbZ0000000G2uUAE,84(2),Chandrahas Bireddy,"Floors unsanitary or unclean.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;84(2)",Floors unsanitary or unclean.;Interior,84(2);Milk Industry Standards Regulation
0fMbZ0000000IlfUAE,0eubZ0000000V5hQAE,"Walls or ceiling not impervious, smooth or easy to clean.",Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",0fCbZ0000000G2vUAE,84(3),Chandrahas Bireddy,"Walls or ceiling not impervious, smooth or easy to clean.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;84(3)","Walls or ceiling not impervious, smooth or easy to clean.;Interior",84(3);Milk Industry Standards Regulation
0fMbZ0000000IlgUAE,0eubZ0000000V5iQAE,Wall(s) or ceiling made from unapproved material.,Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",0fCbZ0000000G2vUAE,84(3),Chandrahas Bireddy,"Wall(s) or ceiling made from unapproved material.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;84(3)",Wall(s) or ceiling made from unapproved material.;Interior,84(3);Milk Industry Standards Regulation
0fMbZ0000000IlhUAE,0eubZ0000000V5jQAE,Wall(s) or ceiling unsanitary or unclean condition.,Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",0fCbZ0000000G2vUAE,84(3),Chandrahas Bireddy,"Wall(s) or ceiling unsanitary or unclean condition.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;84(3)",Wall(s) or ceiling unsanitary or unclean condition.;Interior,84(3);Milk Industry Standards Regulation
0fMbZ0000000IliUAE,0eubZ0000000V5kQAE,Odours present.,Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",0fCbZ0000000G2xUAE,84(5),Chandrahas Bireddy,"Odours present.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation.;84(5)",Odours present.;Interior,84(5);Milk Industry Standards Regulation
0fMbZ0000000IljUAE,0eubZ0000000V5lQAE,Condensation present.,Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",0fCbZ0000000G2xUAE,84(5),Chandrahas Bireddy,"Condensation present.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation.;84(5)",Condensation present.;Interior,84(5);Milk Industry Standards Regulation
0fMbZ0000000IlkUAE,0eubZ0000000V5mQAE,Dust accumulating.,Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",0fCbZ0000000G2xUAE,84(5),Chandrahas Bireddy,"Dust accumulating.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation.;84(5)",Dust accumulating.;Interior,84(5);Milk Industry Standards Regulation
0fMbZ0000000IllUAE,0eubZ0000000V5nQAE,Fixtures not moisture-proof.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,0fCbZ0000000G2yUAE,84(6),Chandrahas Bireddy,Fixtures not moisture-proof.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;84(6),Fixtures not moisture-proof.;Interior,84(6);Milk Industry Standards Regulation
0fMbZ0000000IlmUAE,0eubZ0000000V5oQAE,Fixtures not shatterproof.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,0fCbZ0000000G2yUAE,84(6),Chandrahas Bireddy,Fixtures not shatterproof.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;84(6),Fixtures not shatterproof.;Interior,84(6);Milk Industry Standards Regulation
0fMbZ0000000IlnUAE,0eubZ0000000V5pQAE,Inadequate or insufficient lighting.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,0fCbZ0000000G2yUAE,84(6),Chandrahas Bireddy,Inadequate or insufficient lighting.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;84(6),Inadequate or insufficient lighting.;Interior,84(6);Milk Industry Standards Regulation
0fMbZ0000000IloUAE,0eubZ0000000V5qQAE,Fixtures unsanitary or unclean.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,0fCbZ0000000G2yUAE,84(6),Chandrahas Bireddy,Fixtures unsanitary or unclean.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;84(6),Fixtures unsanitary or unclean.;Interior,84(6);Milk Industry Standards Regulation
0fMbZ0000000IlpUAE,0eubZ0000000V5rQAE,Storage not segregated.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Storage not segregated.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;90",Storage not segregated.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlqUAE,0eubZ0000000V5sQAE,Products not labelled as per requirements.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Products not labelled as per requirements.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;90",Products not labelled as per requirements.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlrUAE,0eubZ0000000V5tQAE,Potential contamination.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Potential contamination.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;90",Potential contamination.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlsUAE,0eubZ0000000V5uQAE,Product handled inappropriately.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Product handled inappropriately.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;90",Product handled inappropriately.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IltUAE,0eubZ0000000V5vQAE,Unapproved chemicals being used.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Unapproved chemicals being used.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;90",Unapproved chemicals being used.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IluUAE,0eubZ0000000V5wQAE,Cleaning areas inadequate or not maintained.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Cleaning areas inadequate or not maintained.;Sanitation;Sanitation program is adequate, being followed and records are maintained.;90",Cleaning areas inadequate or not maintained.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlvUAE,0eubZ0000000V5xQAE,Incomplete records or available upon request.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Incomplete records or available upon request.;Sanitation;Sanitation program is adequate, being followed and records are maintained.;90",Incomplete records or available upon request.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlwUAE,0eubZ0000000V5yQAE,Cleaning equipment not functioning.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Cleaning equipment not functioning.;Sanitation;Sanitation program is adequate, being followed and records are maintained.;90",Cleaning equipment not functioning.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlxUAE,0eubZ0000000V5zQAE,Chemical concentration of the cleaning and sanitizing products incorrect.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.",0fCbZ0000000G1zUAE,90,Chandrahas Bireddy,"Chemical concentration of the cleaning and sanitizing products incorrect.;Sanitation;Sanitation program is adequate, being followed and records are maintained.;90",Chemical concentration of the cleaning and sanitizing products incorrect.;Sanitation,90;Milk Industry Standards Regulation
0fMbZ0000000IlyUAE,0eubZ0000000V60QAE,"Standing water, debris or waste present.",Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,"Standing water, debris or waste present.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(1)","Standing water, debris or waste present.;Sanitation",87(1);Milk Industry Standards Regulation
0fMbZ0000000IlzUAE,0eubZ0000000V60QAE,"Standing water, debris or waste present.",Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,"Standing water, debris or waste present.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(2)","Standing water, debris or waste present.;Sanitation",87(2);Milk Industry Standards Regulation
0fMbZ0000000Im0UAE,0eubZ0000000V61QAE,Conditions leading to harbourage of pests.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,Conditions leading to harbourage of pests.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(1),Conditions leading to harbourage of pests.;Sanitation,87(1);Milk Industry Standards Regulation
0fMbZ0000000Im1UAE,0eubZ0000000V61QAE,Conditions leading to harbourage of pests.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,Conditions leading to harbourage of pests.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(2),Conditions leading to harbourage of pests.;Sanitation,87(2);Milk Industry Standards Regulation
0fMbZ0000000Im2UAE,0eubZ0000000V62QAE,Not approved or not meeting the requirements.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,Not approved or not meeting the requirements.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(1),Not approved or not meeting the requirements.;Sanitation,87(1);Milk Industry Standards Regulation
0fMbZ0000000Im3UAE,0eubZ0000000V62QAE,Not approved or not meeting the requirements.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,Not approved or not meeting the requirements.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(2),Not approved or not meeting the requirements.;Sanitation,87(2);Milk Industry Standards Regulation
0fMbZ0000000Im4UAE,0eubZ0000000V63QAE,May contribute to contamination.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G36UAE,87(1),Chandrahas Bireddy,May contribute to contamination.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(1),May contribute to contamination.;Sanitation,87(1);Milk Industry Standards Regulation
0fMbZ0000000Im5UAE,0eubZ0000000V63QAE,May contribute to contamination.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G37UAE,87(2),Chandrahas Bireddy,May contribute to contamination.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;87(2),May contribute to contamination.;Sanitation,87(2);Milk Industry Standards Regulation
0fMbZ0000000Im6UAE,0eubZ0000000V64QAE,Damaged or in need of repair.,Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.,0fCbZ0000000G38UAE,88(b),Chandrahas Bireddy,Damaged or in need of repair.;Sanitation;Sewage and waste disposal is effective and meets all health and pollution regulations.;88(b),Damaged or in need of repair.;Sanitation,88(b);Milk Industry Standards Regulation
