Id,Name,Category__c,DataType,Criticality__c,InspectionQuestiontype__c,PHOCSParentId__c,PHOCSParentId__r.Name,RecordType.DeveloperName,CreatedBy.Name,$$Name$Category__c,PHOCSParentId__r.$$Name$Category__c
0eubZ0000000V4rQAE,Dairy plant process worker licence not posted in a conspicuous place.,Licensing,Boolean,Non-critical,,0eubZ0000000Ux9QAE,"Dairy plant workers are fully qualified, licensed and the worker licences are available in a conspicuous location.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Dairy plant process worker licence not posted in a conspicuous place.;Licensing,"Dairy plant workers are fully qualified, licensed and the worker licences are available in a conspicuous location.;Licensing"
0eubZ0000000V4pQAE,Dairy plant worker not qualified or does not hold a valid licence.,Licensing,Boolean,Non-critical,,0eubZ0000000Ux9QAE,"Dairy plant workers are fully qualified, licensed and the worker licences are available in a conspicuous location.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Dairy plant worker not qualified or does not hold a valid licence.;Licensing,"Dairy plant workers are fully qualified, licensed and the worker licences are available in a conspicuous location.;Licensing"
0eubZ0000000V4uQAE,Unlicensed dairy plant process worker not employed on a temporary or emergency basis.,Licensing,Boolean,Non-critical,,0eubZ0000000UxAQAU,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unlicensed dairy plant process worker not employed on a temporary or emergency basis.;Licensing,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.;Licensing
0eubZ0000000V4tQAE,Unlicensed dairy plant process worker not under supervision.,Licensing,Boolean,Non-critical,,0eubZ0000000UxAQAU,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unlicensed dairy plant process worker not under supervision.;Licensing,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.;Licensing
0eubZ0000000V4wQAE,Eating in the plant or processing areas.,Hygiene,Boolean,Critical,,0eubZ0000000UxBQAU,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Eating in the plant or processing areas.;Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.;Hygiene"
0eubZ0000000V4yQAE,Drinking in the plant or processing areas.,Hygiene,Boolean,Critical,,0eubZ0000000UxBQAU,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Drinking in the plant or processing areas.;Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.;Hygiene"
0eubZ0000000V4vQAE,Designated spaces not available or appropriately maintained.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxBQAU,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Designated spaces not available or appropriately maintained.;Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.;Hygiene"
0eubZ0000000V4xQAE,Smoking/vaping in the plant or processing areas.,Hygiene,Boolean,Critical,,0eubZ0000000UxBQAU,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Smoking/vaping in the plant or processing areas.;Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.;Hygiene"
0eubZ0000000V52QAE,Not functioning or in need of repair.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not functioning or in need of repair.;Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene
0eubZ0000000V4zQAE,Not exclusive use by dairy plant personnel.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not exclusive use by dairy plant personnel.;Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene
0eubZ0000000V50QAE,Not kept in sanitary conditions.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not kept in sanitary conditions.;Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene
0eubZ0000000V51QAE,Insufficient supplies available.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient supplies available.;Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene
0eubZ0000000V53QAE,Not used as intended.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not used as intended.;Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene
0eubZ0000000V54QAE,Exhaust ventilation inadequate.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Exhaust ventilation inadequate.;Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene
0eubZ0000000V58QAE,Not functioning or in need of repair.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxDQAU,Adequate hand washing stations are conveniently located and equipped with all required supplies.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not functioning or in need of repair.;Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.;Hygiene
0eubZ0000000V55QAE,Inadequate number of handwashing stations.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxDQAU,Adequate hand washing stations are conveniently located and equipped with all required supplies.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Inadequate number of handwashing stations.;Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.;Hygiene
0eubZ0000000V59QAE,Not used as intended.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxDQAU,Adequate hand washing stations are conveniently located and equipped with all required supplies.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not used as intended.;Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.;Hygiene
0eubZ0000000V56QAE,No hot water.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxDQAU,Adequate hand washing stations are conveniently located and equipped with all required supplies.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,No hot water.;Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.;Hygiene
0eubZ0000000V57QAE,Insufficient supplies available.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxDQAU,Adequate hand washing stations are conveniently located and equipped with all required supplies.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient supplies available.;Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.;Hygiene
0eubZ0000000V5BQAU,Insufficient supplies available.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxEQAU,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient supplies available.;Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.;Hygiene"
0eubZ0000000V5AQAU,Inadequate number of foot baths.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxEQAU,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Inadequate number of foot baths.;Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.;Hygiene"
0eubZ0000000V5CQAU,Not used as intended.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxEQAU,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not used as intended.;Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.;Hygiene"
0eubZ0000000V5IQAU,Unclean clothing.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unclean clothing.;Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene"
0eubZ0000000V5FQAU,Sanitary hand coverings not used or replaced appropriately.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Sanitary hand coverings not used or replaced appropriately.;Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene"
0eubZ0000000V5GQAU,Dedicated appropriate footwear and clothing not worn or maintained.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Dedicated appropriate footwear and clothing not worn or maintained.;Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene"
0eubZ0000000V5HQAU,"Artificial nails, nail polish or resin not effectively covered.",Hygiene,Boolean,Non-critical,,0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Artificial nails, nail polish or resin not effectively covered.;Hygiene","Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene"
0eubZ0000000V5DQAU,No hair/beard nets being worn or worn ineffectively.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,No hair/beard nets being worn or worn ineffectively.;Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene"
0eubZ0000000V5EQAU,Jewellery being worn.,Hygiene,Boolean,Non-critical,,0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Jewellery being worn.;Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene"
0eubZ0000000V5KQAU,Exterior openings are not properly closed or screened or sealed.,Hygiene,Boolean,Critical,,0eubZ0000000UxGQAU,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Exterior openings are not properly closed or screened or sealed.;Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;Hygiene"
0eubZ0000000V5JQAU,Insufficient controls or controls are not being followed to prevent contamination.,Hygiene,Boolean,Critical,,0eubZ0000000UxGQAU,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient controls or controls are not being followed to prevent contamination.;Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;Hygiene"
0eubZ0000000V5LQAU,"Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.",Hygiene,Boolean,Critical,,0eubZ0000000UxGQAU,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.;Hygiene","Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;Hygiene"
0eubZ0000000V5SQAU,Insufficient pest control program.,Pest control,Boolean,Non-critical,,0eubZ0000000UxHQAU,Pest control program is adequate and records are maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient pest control program.;Pest control,Pest control program is adequate and records are maintained.;Pest control
0eubZ0000000V5RQAU,Signs of pests in the interior of the plant.,Pest control,Boolean,Critical,,0eubZ0000000UxHQAU,Pest control program is adequate and records are maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Signs of pests in the interior of the plant.;Pest control,Pest control program is adequate and records are maintained.;Pest control
0eubZ0000000V5TQAU,Insufficient record keeping.,Pest control,Boolean,Non-critical,,0eubZ0000000UxHQAU,Pest control program is adequate and records are maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient record keeping.;Pest control,Pest control program is adequate and records are maintained.;Pest control
0eubZ0000000V5MQAU,Signs of pests on the exterior of the plant.,Pest control,Boolean,Non-critical,,0eubZ0000000UxHQAU,Pest control program is adequate and records are maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Signs of pests on the exterior of the plant.;Pest control,Pest control program is adequate and records are maintained.;Pest control
0eubZ0000000V5XQAU,Equipment flow not preventing contamination.,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Equipment flow not preventing contamination.;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5UQAU,Lack of positive pressure from the room area outwards.,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Lack of positive pressure from the room area outwards.;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5VQAU,Product flow not preventing contamination.,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Product flow not preventing contamination.;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5WQAU,Personnel flow not preventing contamination.,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Personnel flow not preventing contamination.;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5YQAU,Possible cross-contamination (raw ingredient or allergen).,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Possible cross-contamination (raw ingredient or allergen).;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5ZQAU,Possible environmental contamination.,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Possible environmental contamination.;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5aQAE,Insufficient space for other activities.,Interior,Boolean,Critical,,0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Insufficient space for other activities.;Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior
0eubZ0000000V5fQAE,Joints not water tight.,Interior,Boolean,Non-critical,,0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Joints not water tight.;Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior"
0eubZ0000000V5gQAE,Floors unsanitary or unclean.,Interior,Boolean,Non-critical,,0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Floors unsanitary or unclean.;Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior"
0eubZ0000000V5bQAE,Drains not trapped.,Interior,Boolean,Critical,,0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Drains not trapped.;Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior"
0eubZ0000000V5cQAE,Inadequate drainage or standing water.,Interior,Boolean,Non-critical,,0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Inadequate drainage or standing water.;Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior"
0eubZ0000000V5dQAE,"Floors not impervious, smooth, easy to clean.",Interior,Boolean,Non-critical,,0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Floors not impervious, smooth, easy to clean.;Interior","Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior"
0eubZ0000000V5eQAE,Floors damaged or deteriorated.,Interior,Boolean,Non-critical,,0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Floors damaged or deteriorated.;Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior"
0eubZ0000000V5hQAE,"Walls or ceiling not impervious, smooth or easy to clean.",Interior,Boolean,Non-critical,,0eubZ0000000UxKQAU,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Walls or ceiling not impervious, smooth or easy to clean.;Interior","Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;Interior"
0eubZ0000000V5jQAE,Wall(s) or ceiling unsanitary or unclean condition.,Interior,Boolean,Non-critical,,0eubZ0000000UxKQAU,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Wall(s) or ceiling unsanitary or unclean condition.;Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;Interior"
0eubZ0000000V5iQAE,Wall(s) or ceiling made from unapproved material.,Interior,Boolean,Non-critical,,0eubZ0000000UxKQAU,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Wall(s) or ceiling made from unapproved material.;Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;Interior"
0eubZ0000000V5kQAE,Odours present.,Interior,Boolean,Non-critical,,0eubZ0000000UxLQAU,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Odours present.;Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.;Interior"
0eubZ0000000V5mQAE,Dust accumulating.,Interior,Boolean,Non-critical,,0eubZ0000000UxLQAU,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Dust accumulating.;Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.;Interior"
0eubZ0000000V5lQAE,Condensation present.,Interior,Boolean,Non-critical,,0eubZ0000000UxLQAU,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Condensation present.;Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.;Interior"
0eubZ0000000V5oQAE,Fixtures not shatterproof.,Interior,Boolean,Non-critical,,0eubZ0000000UxMQAU,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Fixtures not shatterproof.;Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;Interior
0eubZ0000000V5qQAE,Fixtures unsanitary or unclean.,Interior,Boolean,Non-critical,,0eubZ0000000UxMQAU,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Fixtures unsanitary or unclean.;Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;Interior
0eubZ0000000V5nQAE,Fixtures not moisture-proof.,Interior,Boolean,Non-critical,,0eubZ0000000UxMQAU,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Fixtures not moisture-proof.;Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;Interior
0eubZ0000000V5pQAE,Inadequate or insufficient lighting.,Interior,Boolean,Non-critical,,0eubZ0000000UxMQAU,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Inadequate or insufficient lighting.;Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;Interior
0eubZ0000000V5tQAE,Potential contamination.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxNQAU,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Potential contamination.;Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;Sanitation"
0eubZ0000000V5vQAE,Unapproved chemicals being used.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxNQAU,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unapproved chemicals being used.;Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;Sanitation"
0eubZ0000000V5rQAE,Storage not segregated.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxNQAU,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Storage not segregated.;Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;Sanitation"
0eubZ0000000V5sQAE,Products not labelled as per requirements.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxNQAU,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Products not labelled as per requirements.;Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;Sanitation"
0eubZ0000000V5uQAE,Product handled inappropriately.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxNQAU,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Product handled inappropriately.;Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;Sanitation"
0eubZ0000000V5wQAE,Cleaning areas inadequate or not maintained.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxOQAU,"Sanitation program is adequate, being followed and records are maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cleaning areas inadequate or not maintained.;Sanitation,"Sanitation program is adequate, being followed and records are maintained.;Sanitation"
0eubZ0000000V5xQAE,Incomplete records or available upon request.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxOQAU,"Sanitation program is adequate, being followed and records are maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Incomplete records or available upon request.;Sanitation,"Sanitation program is adequate, being followed and records are maintained.;Sanitation"
0eubZ0000000V5yQAE,Cleaning equipment not functioning.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxOQAU,"Sanitation program is adequate, being followed and records are maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cleaning equipment not functioning.;Sanitation,"Sanitation program is adequate, being followed and records are maintained.;Sanitation"
0eubZ0000000V5zQAE,Chemical concentration of the cleaning and sanitizing products incorrect.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxOQAU,"Sanitation program is adequate, being followed and records are maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Chemical concentration of the cleaning and sanitizing products incorrect.;Sanitation,"Sanitation program is adequate, being followed and records are maintained.;Sanitation"
0eubZ0000000V63QAE,May contribute to contamination.,Sanitation,Boolean,Critical,,0eubZ0000000UxPQAU,Sewage and waste disposal is effective and meets all health and pollution regulations.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,May contribute to contamination.;Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.;Sanitation
0eubZ0000000V64QAE,Damaged or in need of repair.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxPQAU,Sewage and waste disposal is effective and meets all health and pollution regulations.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Damaged or in need of repair.;Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.;Sanitation
0eubZ0000000V60QAE,"Standing water, debris or waste present.",Sanitation,Boolean,Non-critical,,0eubZ0000000UxPQAU,Sewage and waste disposal is effective and meets all health and pollution regulations.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Standing water, debris or waste present.;Sanitation",Sewage and waste disposal is effective and meets all health and pollution regulations.;Sanitation
0eubZ0000000V61QAE,Conditions leading to harbourage of pests.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxPQAU,Sewage and waste disposal is effective and meets all health and pollution regulations.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Conditions leading to harbourage of pests.;Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.;Sanitation
0eubZ0000000V62QAE,Not approved or not meeting the requirements.,Sanitation,Boolean,Non-critical,,0eubZ0000000UxPQAU,Sewage and waste disposal is effective and meets all health and pollution regulations.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not approved or not meeting the requirements.;Sanitation,Sewage and waste disposal is effective and meets all health and pollution regulations.;Sanitation
0eubZ0000000V67QAE,"Damaged, leaking or in need of repair.",Sanitation,Boolean,Non-critical,,0eubZ0000000UxQQAU,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Damaged, leaking or in need of repair.;Sanitation",Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;Sanitation
